address,bathrooms,bedrooms,build_up_m2,contract,date_posted,district,location,lot_size_m2,parcel_type,pool,property_type,price
Washington 48 U,2.0,3.0,96.7,sale,2022-02-08 14:32:50+00:00,Noord/Tanki Leendert,Washington,378.0,freehold,False,house,326832.52
Diamante ,3.0,3.0,158.0,sale,2022-02-08 14:32:21+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,158.0,,True,condominium,939750.0
Pavilla ,4.0,4.0,279.0,sale,2022-02-07 14:10:32+00:00,Paradera,Piedra Plat,0.0,freehold,False,house,971970.0
Avenida Milio Croes 8 A,0.0,0.0,0.0,rent,2022-02-06 19:39:13+00:00,Oranjestad Oost,Dakota/Potrero,3000.0,,False,commercial,26.85
Barcadera ,2.0,4.0,0.0,sale,2022-02-06 19:37:02+00:00,Santa Cruz,Balashi/Barcadera,1700.0,freehold,True,house,671250.0
Pastoor Hendrikstraat 5,2.0,4.0,314.0,sale,2022-02-06 19:36:02+00:00,San Nicolas Zuid,Pastoor Hendrikstraat,695.0,,False,house,554900.0
Sabana Liber ,4.0,4.0,193.0,sale,2022-02-05 11:49:45+00:00,Noord/Tanki Leendert,Alto Vista,369.0,,False,house,581571.0
Caya Jose Geerman 28,4.0,4.0,204.0,sale,2022-02-04 15:57:28+00:00,San Nicolas Noord,Rooi Congo,405.0,,False,house,374999.63
Palm Beach 4,1.0,1.0,0.0,sale,2022-02-04 13:40:48+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,460030.0
Tanki Leendert 211,0.0,0.0,913.0,sale,2022-02-04 13:37:30+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,False,commercial,1072210.0
Pastoor Hendrikstraat 5,2.0,4.0,314.0,sale,2022-02-04 13:32:57+00:00,San Nicolas Zuid,Pastoor Hendrikstraat,695.0,,False,land,554900.0
Sabana Liber 75 A,1.0,1.0,0.0,rent,2022-02-03 13:48:56+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,1056.1
Weststraat 2,2.0,2.0,80.0,sale,2022-02-03 13:47:59+00:00,Oranjestad West,Socotoro/Rancho,85.0,,True,condominium,886050.0
San Miguel ,4.0,5.0,334.0,sale,2022-02-03 13:42:55+00:00,Noord/Tanki Leendert,Washington,887.0,freehold,False,house,1009560.0
Caya di Oro (Tierra del Sol) 75,4.0,4.0,230.0,sale,2022-02-03 13:40:23+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,877.0,leasehold,True,house,1790000.0
Topaz 35,3.5,3.0,0.0,sale,2022-02-03 13:39:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,576.0,,True,house,1215410.0
Cumana 25,1.0,3.0,245.0,sale,2022-02-02 15:55:29+00:00,Oranjestad Oost,Sero Blanco/Cumana,1021.0,leasehold,False,house,322200.0
Boroncana ,2.0,3.0,0.0,rent,2022-02-02 15:54:25+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,house,2514.9500000000003
Malmokweg ,3.0,4.0,185.0,sale,2022-02-02 15:51:00+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,215.0,freehold,True,condominium,975550.0
Diamante ,2.5,3.0,0.0,sale,2022-02-02 15:50:46+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,1029250.0
Caya Mesa Bista (Tierra del Sol) 38,3.0,4.0,160.0,sale,2022-02-01 11:53:41+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,890.0,,True,house,1072210.0
Caya di Biento 5,4.0,4.0,360.0,sale,2022-02-01 11:53:41+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,688.0,,False,house,2058500.0
Caya Bistalamar 21,2.0,2.0,161.0,sale,2022-02-01 11:53:40+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,567.0,,True,house,1056100.0
Rooi Santo 31,2.0,2.0,133.0,sale,2022-02-01 11:53:39+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1039632.0
Baranca 19 B,1.0,2.0,127.0,sale,2022-02-01 11:53:37+00:00,Paradera,Ayo,121.0,,False,condominium,886050.0
Caya di Sero 29,0.0,0.0,0.0,sale,2022-02-01 11:53:36+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1255.0,,False,land,984500.0
Caya Mesa Bista (Tierra del Sol) 34,5.0,4.0,0.0,sale,2022-01-31 13:28:47+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,1593100.0
Palma Real 71,2.0,2.0,93.0,rent,2022-01-30 19:18:54+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,889.0,,True,house,3132.5
Bubali 115,1.0,1.0,60.0,rent,2022-01-30 19:18:54+00:00,Noord/Tanki Leendert,Washington,0.0,,False,house,1909.93
Caya Mesa Bista (Tierra del Sol) 40,5.0,5.0,400.0,sale,2022-01-29 13:08:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,688.0,,True,house,2416500.0
Rooi Santo 31,2.0,2.0,133.0,sale,2022-01-29 13:08:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1039632.0
Caya di Biento 6,5.0,5.0,0.0,sale,2022-01-29 13:08:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,688.0,,True,house,2864000.0
Montaña  ,3.0,3.0,218.0,sale,2022-01-29 13:08:22+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,486.0,,False,house,1410520.0
Caya Bistalamar 27,3.0,4.0,161.0,sale,2022-01-29 13:08:21+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,647.0,,False,house,1244050.0
Caya di Sero (Tierra del Sol) 27,6.0,5.0,630.0,sale,2022-01-29 13:08:19+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1376.0,,True,house,2864000.0
Cudi ,2.0,3.0,0.0,rent,2022-01-29 12:04:03+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,0.0,,False,house,2513.16
L.G Smith Boulevard z/n,3.0,4.0,488.0,sale,2022-01-29 12:01:52+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,707050.0
Sabana Liber 21,1.0,1.0,0.0,rent,2022-01-27 13:47:31+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,1258.3700000000001
Cudawecha ,1.0,2.0,0.0,rent,2022-01-27 13:47:31+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,0.0,,False,apartment,1609.21
J.E. Irausquin Boulevard 228,2.0,2.0,0.0,sale,2022-01-27 13:44:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,140.0,,False,condominium,1310638.0
Weststraat 2,5.0,5.0,268.9,sale,2022-01-27 13:43:20+00:00,Oranjestad West,Socotoro/Rancho,650.8,,True,condominium,3016624.35
Saliña Cerca 7 A,2.0,3.0,0.0,rent,2022-01-26 13:19:17+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,3016.15
Palmitastraat 14,0.0,0.0,0.0,sale,2022-01-26 13:18:57+00:00,Oranjestad West,Companashi/Solito,1000.0,,False,house,251403.71
Cudawecha z/n,1.0,2.0,139.0,sale,2022-01-26 13:18:55+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,671.0,leasehold,False,house,401241.03
Saliña Cerca 7 A,2.5,3.0,0.0,sale,2022-01-26 13:18:52+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,588910.0
Bucurui 81,2.0,3.0,0.0,sale,2022-01-26 13:18:46+00:00,Noord/Tanki Leendert,Alto Vista,923.0,,True,house,779353.47
Paradera 99,1.0,1.0,0.0,rent,2022-01-26 12:41:24+00:00,Paradera,Paradera,0.0,,False,house,1476.75
J.E. Irausquin Boulevard 384 A,1.0,2.0,85.0,sale,2022-01-25 14:18:48+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,646637.5
Palisiaweg 45,3.0,5.0,1357.0,sale,2022-01-25 14:18:48+00:00,San Nicolas Noord,Rooi Congo,453.0,leasehold,False,house,955335.53
Palma Real 10,2.0,2.0,0.0,sale,2022-01-25 14:18:48+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,760750.0
L.G Smith Boulevard 40,1.0,1.0,41.0,sale,2022-01-25 14:18:48+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,358000.0
Opal  ,2.0,2.0,83.0,sale,2022-01-25 14:18:48+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,501200.0
J.E. Irausquin Boulevard 266,4.0,3.0,200.0,sale,2022-01-25 14:18:48+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,2058500.0
J.E. Irausquin Boulevard 266,2.0,2.0,0.0,sale,2022-01-25 14:18:47+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,1235100.0
Opal 65,2.0,2.0,271.0,sale,2022-01-25 14:18:47+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,1339623.47
Palma Real 10,2.0,2.0,106.0,sale,2022-01-25 14:18:47+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,778650.0
Bucurui 33 E,2.0,2.0,100.0,sale,2022-01-25 14:18:47+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,True,house,456450.0
Rooi Santo 31,2.0,2.0,0.0,sale,2022-01-25 14:18:47+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,house,493682.0
Rooi Santo  ,0.0,0.0,0.0,sale,2022-01-25 14:18:47+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,527810.14
Weststraat 2,2.0,2.0,179.0,sale,2022-01-25 14:18:46+00:00,Oranjestad West,Socotoro/Rancho,0.0,,True,house,829665.0
J.E. Irausquin Boulevard 228,2.0,2.0,0.0,sale,2022-01-25 14:18:45+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,1064155.0
Ponton 90 D,2.0,4.0,0.0,rent,2022-01-25 14:12:22+00:00,Oranjestad West,Ponton,0.0,,False,house,3580.0
Cunucu Abou 139,2.0,3.0,145.0,sale,2022-01-24 13:46:23+00:00,Oranjestad West,Pos Abou/Cunucu Abou,475.0,freehold,False,house,528050.0
Westpunt 1,1.0,1.0,0.0,rent,2022-01-24 13:46:20+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,apartment,1476.75
Tanki Leendert ,1.0,0.0,0.0,rent,2022-01-22 15:09:39+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,False,apartment,1005.98
Santa Lucia ,0.0,0.0,0.0,sale,2022-01-22 11:02:36+00:00,Santa Cruz,Cashero,732.0,freehold,False,land,111373.8
San Fuego ,0.0,0.0,1323.0,sale,2022-01-22 11:02:35+00:00,Santa Cruz,Urataca,14232.5,freehold,False,land,168260.0
Comanchestraat 29,2.0,2.0,239.0,sale,2022-01-22 11:02:34+00:00,San Nicolas Noord,Rooi Congo,4938.84,,False,house,214800.0
J.E. Irausquin Boulevard 242,2.0,1.0,60.0,sale,2022-01-22 11:02:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1495.64,freehold,False,condominium,286221.0
Tanki Leendert 150 C,2.0,3.0,123.0,sale,2022-01-22 11:02:34+00:00,Noord/Tanki Leendert,Tanki Leendert,4606.95,freehold,False,house,221235.05000000002
Rooi Kochi 26 H,1.0,2.0,0.0,sale,2022-01-22 11:02:33+00:00,Savaneta,Cura Cabai,400.0,freehold,False,house,316830.0
Saliña ,2.0,3.0,96.2,sale,2022-01-22 11:02:32+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,822.0,leasehold,False,house,338390.55
Esmeralda ,0.0,0.0,0.0,sale,2022-01-22 11:02:32+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,False,house,347260.0
Rooi Santo 31,1.0,1.0,0.0,sale,2022-01-22 11:02:31+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,391652.0
Andicuri ,1.0,1.0,60.0,sale,2022-01-22 11:02:31+00:00,Santa Cruz,Santa Cruz overig,0.0,freehold,True,condominium,438550.0
Ponton 34 M,4.0,6.0,120.0,sale,2022-01-22 11:02:31+00:00,Oranjestad West,Ponton,8070.0,freehold,False,house,384850.0
Andicuri 37 A,1.0,1.0,0.0,sale,2022-01-22 11:02:30+00:00,Santa Cruz,Santa Cruz overig,0.0,freehold,True,condominium,438550.0
Hooiberg ,0.0,0.0,0.0,sale,2022-01-22 11:02:28+00:00,Santa Cruz,Hooiberg,0.0,,False,house,462586.12
Washington 46 L,2.0,3.0,122.4,sale,2022-01-22 11:02:28+00:00,Noord/Tanki Leendert,Washington,794.0,,False,house,447500.0
Noord ,1.0,1.0,70.0,sale,2022-01-22 11:02:27+00:00,Noord/Tanki Leendert,Washington,0.0,freehold,True,condominium,461462.0
Diamante ,2.0,2.0,0.0,sale,2022-01-22 11:02:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,510128.52
Malmokweg ,2.5,2.0,16.0,sale,2022-01-22 11:02:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,501200.0
Mon Pos 3 4,1.5,1.0,73.0,sale,2022-01-22 11:02:25+00:00,Santa Cruz,Cashero,0.0,,True,condominium,483300.0
Palm Beach 411,1.5,1.0,8.0,sale,2022-01-22 11:02:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,510150.0
Saliña Cerca 131,2.5,2.0,133.0,sale,2022-01-22 11:02:24+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,house,519100.0
Washington 48 U,2.0,3.0,96.0,sale,2022-01-22 11:02:23+00:00,Noord/Tanki Leendert,Washington,378.0,freehold,False,house,510150.0
Palm Beach 4 P,1.0,2.0,76.0,sale,2022-01-22 11:02:23+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,515484.2
San Barbola 160,2.0,4.0,168.0,sale,2022-01-22 11:02:22+00:00,Oranjestad Oost,Sero Blanco/Cumana,504.0,,False,house,626500.0
Cumana 78 L,2.0,2.0,150.0,sale,2022-01-22 11:02:22+00:00,Oranjestad Oost,Sero Blanco/Cumana,624.0,freehold,True,house,536821.0
Primavera 218,2.0,2.0,90.0,sale,2022-01-22 11:02:22+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,404.0,leasehold,True,house,536799.52
Kamerlingh Onnesstraat 54 B,5.0,9.0,254.0,sale,2022-01-22 11:02:22+00:00,Oranjestad West,Companashi/Solito,0.0,,False,house,553088.52
Diamante 14,2.0,2.0,85.0,sale,2022-01-22 11:02:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,house,536978.52
J.E. Irausquin Boulevard ,2.0,2.0,0.0,sale,2022-01-22 11:02:20+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,626500.0
Malmokweg ,3.0,3.0,135.0,sale,2022-01-22 11:02:19+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,644400.0
Palma Real 54,3.0,2.0,130.0,sale,2022-01-22 11:02:19+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,662300.0
Rooi Santo ,2.0,2.0,74.0,sale,2022-01-22 11:02:18+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,667312.0
Ponton 20 C,3.0,4.0,0.0,sale,2022-01-22 11:02:17+00:00,Oranjestad West,Ponton,0.0,freehold,True,house,680200.0
Rooi Santo ,2.0,2.0,75.0,sale,2022-01-22 11:02:17+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,671250.0
Diamante 2,2.0,2.0,163.0,sale,2022-01-22 11:02:17+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,163.0,,True,condominium,671250.0
Noord 98 X,2.0,3.0,153.0,sale,2022-01-22 11:02:17+00:00,Noord/Tanki Leendert,Washington,440.0,freehold,True,house,671250.0
Barcadera ,2.0,4.0,0.0,sale,2022-01-22 11:02:17+00:00,Santa Cruz,Balashi/Barcadera,1700.0,freehold,True,house,671250.0
Rooi Santo ,2.0,2.0,75.0,sale,2022-01-22 11:02:15+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,685570.0
Rooi Santo ,2.0,2.0,76.0,sale,2022-01-22 11:02:15+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,685570.0
Rooi Santo 31,2.0,2.0,67.0,sale,2022-01-22 11:02:14+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,713852.0
J.E. Irausquin Boulevard 232 B,2.0,2.0,126.0,sale,2022-01-22 11:02:14+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,707050.0
Diamante 249,2.5,3.0,0.0,sale,2022-01-22 11:02:12+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,715996.42
Malmokweg ,3.0,4.0,17.0,sale,2022-01-22 11:02:12+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,215.0,freehold,True,condominium,714210.0
J.E. Irausquin Boulevard 91,1.0,0.0,0.0,sale,2022-01-22 11:02:10+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,748198.52
Ruby ,5.0,5.0,280.0,sale,2022-01-22 11:02:09+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,591.0,,False,house,751798.21
Washington ,3.0,5.0,217.0,sale,2022-01-22 11:02:09+00:00,Noord/Tanki Leendert,Washington,6768.04,,True,house,751778.52
Sero Pela ,2.5,3.0,183.0,sale,2022-01-22 11:02:08+00:00,Noord/Tanki Leendert,Alto Vista,1153.0,,False,house,778650.0
Malmokweg ,4.0,8.0,39.0,sale,2022-01-22 11:02:08+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1265.44,,True,house,902160.0
Malmokweg ,2.5,3.0,149.0,sale,2022-01-22 11:02:08+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1600.0,,True,condominium,789390.0
Tanki Leendert 131 R,5.0,5.0,243.0,sale,2022-01-22 11:02:08+00:00,Noord/Tanki Leendert,Tanki Leendert,744.0,,True,house,804605.0
J.E. Irausquin Boulevard 252,2.0,2.0,124.0,sale,2022-01-22 11:02:08+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,779724.0
San Miguel 59 J,6.0,7.0,499.0,sale,2022-01-22 11:02:07+00:00,Noord/Tanki Leendert,Washington,673.0,,False,house,859200.0
Saliña Cerca 131,2.5,2.0,9.0,sale,2022-01-22 11:02:07+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,176.0,freehold,True,condominium,853293.0
Wayaca 325,3.5,4.0,200.0,sale,2022-01-22 11:02:07+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,624.0,freehold,True,house,886050.0
Sabana Liber 222,2.0,3.0,129.5,sale,2022-01-22 11:02:06+00:00,Noord/Tanki Leendert,Alto Vista,389.0,freehold,True,house,966600.0
Washington 41 N,2.0,3.0,150.0,sale,2022-01-22 11:02:05+00:00,Noord/Tanki Leendert,Washington,5270.0,,True,house,957650.0
Diamante 195 L,2.0,3.0,167.0,sale,2022-01-22 11:02:05+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,984321.0
J.E. Irausquin Boulevard 266,2.0,2.0,95.0,sale,2022-01-22 11:02:05+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,936930.75
Diamante ,3.0,3.0,15.0,sale,2022-01-22 11:01:59+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,158.0,,True,condominium,984500.0
Diamante ,2.5,3.0,224.0,sale,2022-01-22 11:01:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,5993.0,,True,condominium,1476750.0
Diamante ,3.5,4.0,250.0,sale,2022-01-22 11:01:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,5918.0,,True,house,1342500.0
J.E. Irausquin Boulevard 266,3.0,3.0,150.0,sale,2022-01-22 11:01:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1376110.83
Kamerlingh Onnesstraat 50,9.0,10.0,1118.0,sale,2022-01-22 11:01:58+00:00,Oranjestad West,Companashi/Solito,0.0,,True,house,1879500.0
J.E. Irausquin Boulevard 268,4.0,3.0,200.0,sale,2022-01-22 11:01:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1727350.0
Diamante 162,4.0,4.0,0.0,sale,2022-01-22 11:01:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,house,1342500.0
J.E. Irausquin Boulevard 266,2.0,2.0,95.0,sale,2022-01-22 11:01:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1732.0,,True,condominium,1025220.71
J.E. Irausquin Boulevard 266,3.0,3.0,150.0,sale,2022-01-22 11:01:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1372124.5
J.E. Irausquin Boulevard 238,2.0,2.0,149.0,sale,2022-01-22 11:01:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1333550.0
J.E. Irausquin Boulevard 238,2.0,2.0,0.0,sale,2022-01-22 11:01:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1287010.0
Diamante 157,3.0,3.0,392.0,sale,2022-01-22 11:01:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,house,1056098.21
Pos Abou 17 B,0.0,0.0,8488.0,sale,2022-01-22 11:01:57+00:00,Oranjestad West,Pos Abou/Cunucu Abou,91363.2,freehold,False,land,2148000.0
Noord ,4.5,4.0,308.0,sale,2022-01-22 11:01:57+00:00,Noord/Tanki Leendert,Washington,10760.0,,True,house,2147998.21
Diamante 155,2.5,3.0,175.0,sale,2022-01-22 11:01:56+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,175.0,freehold,True,condominium,1056100.0
Sero Compa ,0.0,0.0,34000.0,sale,2022-01-22 11:01:56+00:00,Santa Cruz,Urataca,395972.0,freehold,False,land,1507158.52
J.E. Irausquin Boulevard 238,2.0,2.0,0.0,sale,2022-01-22 11:01:56+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1342500.0
Kamerlingh Onnesstraat 20,7.0,15.0,453.0,sale,2022-01-22 11:01:55+00:00,Oranjestad West,Companashi/Solito,0.0,,False,house,1029250.0
Primavera 6 F,3.5,4.0,474.0,sale,2022-01-22 11:01:55+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,8697.0,,True,house,1073978.52
Kamerlingh Onnesstraat ,17.0,25.0,1216.0,sale,2022-01-22 11:01:54+00:00,Oranjestad West,Companashi/Solito,0.0,,True,house,2772688.52
Kamerlingh Onnesstraat 54 C,11.0,16.0,13487.0,sale,2022-01-22 11:01:54+00:00,Oranjestad West,Companashi/Solito,0.0,,True,house,2282250.0
Esmeralda 53,1.0,1.0,46.0,rent,2022-01-22 11:00:06+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,1790.0
J.E. Irausquin Boulevard 266,1.0,1.0,95.0,rent,2022-01-22 11:00:05+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,358.0
Fortheuvelstraat ,3.0,4.0,0.0,rent,2022-01-22 11:00:05+00:00,San Nicolas Zuid,Lago/Esso Heights,0.0,,False,house,2011.96
Savaneta 244,2.0,3.0,0.0,rent,2022-01-22 10:36:27+00:00,Savaneta,Jara/Sero Alejandro,0.0,,True,house,5012.0
Diamante 2022,2.0,3.0,0.0,rent,2022-01-21 14:32:15+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,5012.0
Hooiberg 94 I,1.0,1.0,0.0,rent,2022-01-21 14:30:23+00:00,Santa Cruz,Hooiberg,0.0,,False,house,920.0600000000001
Bubali ,2.0,2.0,120.0,sale,2022-01-21 14:30:16+00:00,Noord/Tanki Leendert,Washington,0.0,,True,condominium,492250.0
San Miguel ,3.0,3.0,0.0,rent,2022-01-20 15:00:04+00:00,Noord/Tanki Leendert,Washington,0.0,,True,house,5370.0
Balashi ,2.0,3.0,0.0,rent,2022-01-20 14:59:54+00:00,Santa Cruz,Balashi/Barcadera,0.0,,True,house,4475.0
Noord 159,3.0,5.0,300.0,sale,2022-01-20 14:58:20+00:00,Noord/Tanki Leendert,Washington,870.0,freehold,True,house,1244050.0
Palma Real 54,3.0,2.0,96.0,sale,2022-01-20 14:58:10+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,130.0,,True,condominium,662300.0
Cudi 26,0.0,0.0,0.0,sale,2022-01-19 13:04:44+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,646.0,freehold,False,land,254394.80000000002
Esmeralda 126,4.0,5.0,3203445.0,sale,2022-01-19 13:02:41+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,8008611.0,,True,house,1208250.0
Paradera 98 E,1.0,1.0,60.0,rent,2022-01-18 14:38:12+00:00,Paradera,Paradera,240.0,,False,condominium,1235.1000000000001
Tanki Leendert 211,0.0,0.0,913.0,sale,2022-01-17 12:51:00+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,False,commercial,1072210.0
Rooi Kochi ,4.0,4.0,309.0,sale,2022-01-16 12:50:17+00:00,Savaneta,Cura Cabai,531.0,,False,house,558116.63
Palm Beach ,5.0,7.0,0.0,sale,2022-01-16 12:50:17+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,967.0,,False,house,1118750.0
J.E. Irausquin Boulevard 266,6.0,5.0,330.0,sale,2022-01-16 12:50:16+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,3078800.0
Paradera 115 M,2.0,3.0,198.0,sale,2022-01-16 12:50:15+00:00,Paradera,Paradera,0.0,,False,house,447500.0
Alto Vista 18 S,9.0,12.0,312.0,sale,2022-01-16 12:50:07+00:00,Noord/Tanki Leendert,Alto Vista,651.0,,False,house,854775.12
Marawiel ,2.0,2.0,0.0,rent,2022-01-16 12:11:24+00:00,Paradera,Ayo,0.0,,False,apartment,1358.6100000000001
Alto Vista 109,4.0,5.0,0.0,rent,2022-01-16 12:11:23+00:00,Noord/Tanki Leendert,Alto Vista,106.0,,False,house,8950.0
Primavera ,2.0,3.0,0.0,rent,2022-01-16 12:11:20+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,0.0,,False,house,2715.43
Diamante ,3.0,3.0,205.0,sale,2022-01-16 12:11:03+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,464.0,freehold,False,house,1374720.0
Piedra Plat ,1.5,3.0,141.0,sale,2022-01-16 12:10:55+00:00,Paradera,Piedra Plat,439.0,leasehold,False,house,338893.54
George Madurostraat ,6.0,5.0,390.0,sale,2022-01-16 12:10:46+00:00,Oranjestad Oost,Klip/Mon Plaisir,1215.0,leasehold,False,house,1000590.31
Kazernestraat (Oranjestad) ,0.0,0.0,0.0,sale,2022-01-16 12:10:45+00:00,Oranjestad Oost,Nassaustraat,0.0,,False,commercial,35196.770000000004
Paraguana ,4.0,6.0,500.0,sale,2022-01-16 12:10:36+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,2539.0,freehold,False,house,707050.0
Nuña ,3.0,3.0,368.0,sale,2022-01-16 12:10:26+00:00,Paradera,Shiribana,628.0,leasehold,False,house,653652.51
Hooiberg ,0.0,2.0,51.0,sale,2022-01-15 18:44:46+00:00,Santa Cruz,Hooiberg,0.0,,False,house,125700.96
